IP,cf-meta-ip,端口,速度(Mbps),CF归属国,机房,TCP延迟(ms),TLS延迟(ms)
57.129.137.228,57.129.137.228,443,5.23,GB,LHR,77.05,85.86
57.129.137.202,57.129.137.202,443,5.21,GB,LHR,76.79,91.96
57.128.178.79,57.128.178.79,8443,5.18,GB,LHR,77.94,82.43
57.128.183.6,57.128.183.6,8443,5.13,GB,LHR,78.59,114.47
57.129.137.79,57.129.137.79,8443,5.07,GB,LHR,84.16,115.95
57.128.183.40,57.128.183.40,443,5.06,GB,LHR,78.94,92.1
57.129.137.51,57.129.137.51,8443,4.81,GB,LHR,77.85,87.38
57.128.181.91,57.128.181.91,443,4.8,GB,LHR,87.01,119.88
57.128.183.79,57.128.183.79,443,4.79,GB,LHR,82.58,96.06
57.128.183.79,57.128.183.79,8443,4.77,GB,LHR,76.77,97.91
57.128.183.108,57.128.183.108,443,4.76,GB,LHR,76.75,96.75
57.128.183.107,57.128.183.107,8443,4.75,GB,LHR,78.81,86.21
57.129.137.65,57.129.137.65,443,4.72,GB,LHR,76.76,108.31
178.62.27.74,178.62.27.74,443,4.71,GB,LHR,80.5,91.68
57.129.137.222,57.129.137.222,8443,4.65,GB,LHR,87.15,88.7
57.129.137.206,57.129.137.206,8443,4.65,GB,LHR,81.87,88.1
57.128.176.149,57.128.176.149,8443,4.63,GB,LHR,82.51,85.98
57.128.183.77,57.128.183.77,443,4.62,GB,LHR,90.74,88.23
57.129.137.72,57.129.137.72,8443,4.6,GB,LHR,83.73,102.43
57.129.137.239,57.129.137.239,8443,4.6,GB,LHR,78.9,85.38
57.129.137.221,57.129.137.221,443,4.58,GB,LHR,78.63,86.78
57.129.137.54,57.129.137.54,8443,4.58,GB,LHR,80.43,87.13
57.129.137.79,57.129.137.79,443,4.51,GB,LHR,78.82,88.42
57.129.137.90,57.129.137.90,443,4.48,GB,LHR,81.08,90.55
57.128.181.125,57.128.181.125,443,4.44,GB,LHR,78.96,85.59
57.128.179.10,57.128.179.10,443,4.42,GB,LHR,77.17,82.88
57.128.182.76,57.128.182.76,8443,4.4,GB,LHR,81.88,100.17
57.128.177.191,57.128.177.191,443,4.35,GB,LHR,78.12,91.59
57.129.137.236,57.129.137.236,443,4.31,GB,LHR,77.75,86.42
57.129.137.85,57.129.137.85,8443,4.29,GB,LHR,75.44,85.44
57.129.137.225,57.129.137.225,443,4.25,GB,LHR,78.97,84.45
57.129.137.228,57.129.137.228,8443,4.19,GB,LHR,77.07,87.73
57.128.181.18,57.128.181.18,8443,4.18,GB,LHR,74.79,81.64
57.129.137.65,57.129.137.65,8443,4.16,GB,LHR,76.45,118.83
57.128.183.248,57.128.183.248,443,4.15,GB,LHR,76.58,89.98
57.129.137.231,57.129.137.231,443,4.12,GB,LHR,79.82,86.9
57.129.137.236,57.129.137.236,8443,4.12,GB,LHR,83.06,87.52
57.129.137.220,57.129.137.220,443,4.08,GB,LHR,76.3,150.82
57.129.137.242,57.129.137.242,443,4.07,GB,LHR,75.39,81.54
57.129.137.198,57.129.137.198,8443,4.06,GB,LHR,75.52,87.58
57.128.183.137,57.128.183.137,443,4.06,GB,LHR,82.53,81.37
57.129.137.82,57.129.137.82,443,4.05,GB,LHR,75.65,94.86
57.128.183.35,57.128.183.35,443,4.04,GB,LHR,81.3,89.1
46.101.29.160,46.101.29.160,443,4.04,GB,LHR,84.14,88.42
57.128.179.10,57.128.179.10,8443,4.03,GB,LHR,77.8,84.71
57.128.183.245,57.128.183.245,443,4.03,GB,LHR,77.27,96.67
57.129.137.49,57.129.137.49,8443,4.03,GB,LHR,80.86,82.43
57.128.177.198,57.128.177.198,8443,4.0,GB,LHR,75.63,83.77
57.128.183.143,57.128.183.143,8443,3.98,GB,LHR,76.49,86.22
57.128.183.108,57.128.183.108,8443,3.95,GB,LHR,75.22,101.0
57.129.137.220,57.129.137.220,8443,3.93,GB,LHR,74.84,149.52
64.176.186.194,64.176.186.194,443,3.88,GB,MAN,84.31,87.91
57.129.137.70,57.129.137.70,8443,3.88,GB,LHR,76.02,92.02
57.128.180.133,57.128.180.133,8443,3.86,GB,LHR,78.62,94.62
57.128.177.206,57.128.177.206,8443,3.83,GB,LHR,75.57,90.77
194.147.35.63,194.147.35.63,443,3.81,GB,LHR,79.77,96.7
57.129.137.239,57.129.137.239,443,3.81,GB,LHR,100.65,104.14
57.129.137.232,57.129.137.232,443,3.8,GB,LHR,75.31,88.43
57.128.183.59,57.128.183.59,8443,3.78,GB,LHR,77.17,115.03
57.129.137.58,57.129.137.58,443,3.78,GB,LHR,75.6,88.16
57.128.181.89,57.128.181.89,443,3.77,GB,LHR,76.01,85.76
57.129.137.237,57.129.137.237,8443,3.76,GB,LHR,76.81,91.19
57.129.137.51,57.129.137.51,443,3.72,GB,LHR,81.1,95.0
57.128.183.143,57.128.183.143,443,3.66,GB,LHR,76.56,84.36
57.129.137.54,57.129.137.54,443,3.66,GB,LHR,78.4,87.53
57.128.183.77,57.128.183.77,8443,3.64,GB,LHR,85.16,94.78
62.60.217.230,2a12:5940:a796::2,443,3.63,GB,FRA,122.18,174.23
57.129.137.53,57.129.137.53,443,3.62,GB,LHR,134.7,106.63
57.129.137.213,57.129.137.213,443,3.62,GB,LHR,79.75,81.81
57.128.181.221,57.128.181.221,8443,3.62,GB,LHR,76.09,87.24
57.128.183.35,57.128.183.35,8443,3.6,GB,LHR,75.25,84.22
57.129.137.230,57.129.137.230,443,3.57,GB,LHR,75.21,84.89
57.128.183.6,57.128.183.6,443,3.55,GB,LHR,79.71,144.28
104.194.146.86,104.194.146.86,443,3.54,GB,LHR,87.76,81.61
57.128.177.235,57.128.177.235,443,3.54,GB,LHR,75.62,82.62
57.129.137.83,57.129.137.83,8443,3.53,GB,LHR,82.1,98.73
57.129.137.215,57.129.137.215,8443,3.52,GB,LHR,75.22,87.8
57.128.179.9,57.128.179.9,8443,3.52,GB,LHR,86.69,86.42
57.129.137.198,57.129.137.198,443,3.52,GB,LHR,78.68,85.43
57.129.137.216,57.129.137.216,8443,3.51,GB,LHR,78.47,95.1
57.128.183.196,57.128.183.196,443,3.49,GB,LHR,81.77,92.09
57.129.137.53,57.129.137.53,8443,3.47,GB,LHR,89.26,126.27
57.128.178.79,57.128.178.79,443,3.47,GB,LHR,75.94,90.98
57.128.182.52,57.128.182.52,443,3.46,GB,LHR,75.52,93.01
57.129.137.213,57.129.137.213,8443,3.44,GB,LHR,76.71,88.18
57.129.137.52,57.129.137.52,443,3.44,GB,LHR,75.48,89.81
185.212.62.204,185.212.62.204,443,3.44,GB,LHR,81.03,85.6
188.166.144.219,188.166.144.219,443,3.44,GB,LHR,77.58,88.87
57.128.182.52,57.128.182.52,8443,3.42,GB,LHR,75.94,92.55
57.128.181.82,57.128.181.82,443,3.41,GB,LHR,77.18,85.67
57.128.179.254,57.128.179.254,443,3.39,GB,LHR,76.37,99.11
57.128.183.40,57.128.183.40,8443,3.38,GB,LHR,77.4,94.43
57.128.177.206,57.128.177.206,443,3.32,GB,LHR,87.4,90.8
57.129.137.55,57.129.137.55,8443,3.32,GB,LHR,75.91,85.66
57.128.181.88,57.128.181.88,443,3.31,GB,LHR,75.33,84.61
57.128.177.172,57.128.177.172,8443,3.3,GB,LHR,78.65,98.48
57.128.181.82,57.128.181.82,8443,3.3,GB,LHR,80.22,87.89
57.129.137.214,57.129.137.214,443,3.29,GB,LHR,88.95,95.07
57.129.137.82,57.129.137.82,8443,3.29,GB,LHR,83.21,91.64
57.129.137.205,57.129.137.205,443,3.27,GB,LHR,78.46,89.74
57.128.177.218,57.128.177.218,8443,3.18,GB,LHR,77.33,87.43
57.128.183.214,57.128.183.214,443,3.18,GB,LHR,81.87,94.72
91.227.62.165,69.42.213.171,443,3.13,GB,LHR,79.5,96.45
57.129.137.232,57.129.137.232,8443,3.08,GB,LHR,82.25,100.6
57.128.182.255,57.128.182.255,8443,3.06,GB,LHR,84.86,81.28
57.128.183.214,57.128.183.214,8443,3.06,GB,LHR,75.37,91.73
57.128.177.218,57.128.177.218,443,3.04,GB,LHR,75.44,91.0
57.128.176.149,57.128.176.149,443,3.04,GB,LHR,80.61,87.5
57.129.137.224,57.129.137.224,8443,3.01,GB,LHR,77.78,107.04
57.128.178.42,57.128.178.42,8443,3.01,GB,LHR,79.89,99.19
57.129.137.49,57.129.137.49,443,2.98,GB,LHR,84.27,85.8
57.129.137.68,57.129.137.68,8443,2.96,GB,LHR,77.12,98.75
57.128.177.172,57.128.177.172,443,2.96,GB,LHR,75.74,90.25
57.128.176.37,57.128.176.37,8443,2.95,GB,LHR,75.64,114.26
57.129.137.89,57.129.137.89,443,2.95,GB,LHR,83.49,80.51
57.128.178.196,57.128.178.196,443,2.89,GB,LHR,74.14,84.77
57.128.181.89,57.128.181.89,8443,2.89,GB,LHR,80.33,89.82
57.128.182.255,57.128.182.255,443,2.87,GB,LHR,75.95,86.95
57.129.137.210,57.129.137.210,8443,2.84,GB,LHR,74.62,129.35
57.128.178.164,57.128.178.164,443,2.82,GB,LHR,75.59,87.09
57.129.137.223,57.129.137.223,443,2.82,GB,LHR,103.85,85.35
57.128.183.225,57.128.183.225,443,2.8,GB,LHR,81.01,92.88
57.129.137.70,57.129.137.70,443,2.76,GB,LHR,83.29,88.81
213.165.84.165,213.165.84.165,443,2.75,GB,LHR,95.3,150.92
57.129.137.243,57.129.137.243,8443,2.75,GB,LHR,84.56,81.34
91.149.202.142,91.149.202.142,443,2.74,GB,LHR,78.09,91.04
57.129.137.90,57.129.137.90,8443,2.74,GB,LHR,75.66,85.61
57.128.180.59,57.128.180.59,8443,2.72,GB,LHR,106.02,107.59
57.128.181.18,57.128.181.18,443,2.72,GB,LHR,75.77,82.64
57.128.178.183,57.128.178.183,8443,2.7,GB,LHR,85.62,97.46
159.65.19.63,159.65.19.63,443,2.7,GB,LHR,81.07,85.62
57.128.178.232,57.128.178.232,8443,2.68,GB,LHR,76.71,114.04
57.128.177.176,57.128.177.176,8443,2.65,GB,LHR,79.58,110.03
57.128.177.191,57.128.177.191,8443,2.65,GB,LHR,77.8,125.31
57.129.137.64,57.129.137.64,8443,2.61,GB,LHR,138.38,80.0
57.128.182.61,57.128.182.61,443,2.6,GB,LHR,74.51,81.37
57.128.181.88,57.128.181.88,8443,2.6,GB,LHR,75.56,93.05
57.129.137.210,57.129.137.210,443,2.59,GB,LHR,75.75,107.51
57.129.137.89,57.129.137.89,8443,2.59,GB,LHR,90.17,85.58
103.13.208.242,103.13.208.242,443,2.58,GB,LHR,76.25,89.63
57.128.183.245,57.128.183.245,8443,2.55,GB,LHR,81.43,93.89
57.129.137.61,57.129.137.61,8443,2.54,GB,LHR,75.16,85.9
57.128.181.221,57.128.181.221,443,2.54,GB,LHR,76.21,95.92
213.31.241.64,213.31.241.64,443,2.54,GB,LHR,86.78,130.78
57.128.176.37,57.128.176.37,443,2.52,GB,LHR,77.12,95.11
140.235.74.26,140.235.74.26,443,2.52,GB,MAN,82.39,126.97
5.182.87.234,2a0b:4140:b237::2,8443,2.48,GB,FRA,93.52,100.67
57.129.137.216,57.129.137.216,443,2.47,GB,LHR,76.87,83.55
57.128.180.238,57.128.180.238,8443,2.43,GB,LHR,74.54,110.52
57.129.137.196,57.129.137.196,8443,2.4,GB,LHR,79.84,90.34
57.128.177.185,57.128.177.185,443,2.39,GB,LHR,79.36,87.57
57.129.137.240,57.129.137.240,443,2.39,GB,LHR,77.18,85.53
57.129.137.199,57.129.137.199,8443,2.38,GB,LHR,75.66,82.96
57.129.137.95,57.129.137.95,8443,2.36,GB,LHR,103.36,87.03
57.129.137.244,57.129.137.244,8443,2.36,GB,LHR,76.83,87.39
57.129.137.86,57.129.137.86,8443,2.34,GB,LHR,80.61,91.49
57.129.137.243,57.129.137.243,443,2.29,GB,LHR,84.36,87.14
57.129.137.76,57.129.137.76,8443,2.28,GB,LHR,79.22,86.62
57.129.137.71,57.129.137.71,8443,2.28,GB,LHR,83.23,89.39
57.129.137.233,57.129.137.233,443,2.27,GB,LHR,83.55,82.91
217.154.53.220,217.154.53.220,443,2.26,GB,LHR,95.24,118.76
57.129.137.199,57.129.137.199,443,2.26,GB,LHR,81.43,81.69
57.128.180.80,57.128.180.80,8443,2.25,GB,LHR,75.53,82.54
57.128.178.63,57.128.178.63,8443,2.24,GB,LHR,77.62,91.96
57.129.137.60,57.129.137.60,443,2.21,GB,LHR,98.74,100.14
57.128.183.225,57.128.183.225,8443,2.18,GB,LHR,85.21,83.4
57.128.176.82,57.128.176.82,443,2.16,GB,LHR,78.42,88.28
57.129.137.234,57.129.137.234,8443,2.13,GB,LHR,79.83,90.1
57.129.137.206,57.129.137.206,443,2.13,GB,LHR,79.3,85.33
57.129.137.244,57.129.137.244,443,2.12,GB,LHR,77.74,92.04
57.128.181.14,57.128.181.14,8443,2.11,GB,LHR,78.29,101.1
57.129.137.229,57.129.137.229,443,2.1,GB,LHR,81.42,85.09
57.128.183.59,57.128.183.59,443,2.03,GB,LHR,76.1,141.6
57.129.137.238,57.129.137.238,443,2.03,GB,LHR,76.48,95.79
57.128.180.59,57.128.180.59,443,2.01,GB,LHR,81.21,98.78
57.129.137.93,57.129.137.93,8443,2.01,GB,LHR,119.91,87.82
18.134.196.127,18.134.196.127,443,2.0,GB,LHR,84.48,85.04
57.129.137.201,57.129.137.201,8443,2.0,GB,LHR,75.69,81.98
57.129.137.214,57.129.137.214,8443,1.98,GB,LHR,88.12,97.99
57.128.179.111,57.128.179.111,443,1.96,GB,LHR,93.9,94.0
217.154.53.220,217.154.53.220,8443,1.96,GB,LHR,95.91,117.67
57.129.137.241,57.129.137.241,8443,1.95,GB,LHR,85.09,92.59
57.128.176.90,57.128.176.90,8443,1.93,GB,LHR,77.6,96.78
57.129.137.200,57.129.137.200,8443,1.89,GB,LHR,76.94,87.41
57.128.183.138,57.128.183.138,8443,1.89,GB,LHR,75.94,84.48
57.129.137.218,57.129.137.218,8443,1.87,GB,LHR,79.72,86.07
57.129.137.50,57.129.137.50,8443,1.86,GB,LHR,76.45,94.03
57.129.137.58,57.129.137.58,8443,1.86,GB,LHR,81.5,93.68
57.129.137.240,57.129.137.240,8443,1.83,GB,LHR,75.47,87.0
57.129.137.201,57.129.137.201,443,1.83,GB,LHR,76.87,89.97
57.129.137.96,57.129.137.96,8443,1.81,GB,LHR,94.42,90.97
57.129.137.68,57.129.137.68,443,1.79,GB,LHR,78.86,84.36
57.129.137.238,57.129.137.238,8443,1.77,GB,LHR,76.95,85.37
57.129.137.86,57.129.137.86,443,1.74,GB,LHR,79.98,97.11
92.246.136.38,2a0b:4140:4cc8::2,443,1.73,GB,FRA,98.61,109.88
57.128.183.142,57.128.183.142,443,1.71,GB,LHR,77.59,92.6
57.129.137.203,57.129.137.203,443,1.68,GB,LHR,75.83,89.25
57.129.137.229,57.129.137.229,8443,1.67,GB,LHR,80.19,82.45
68.168.31.169,68.168.31.164,443,1.65,GB,LHR,106.06,80.75
57.128.181.14,57.128.181.14,443,1.64,GB,LHR,76.36,100.78
57.129.137.52,57.129.137.52,8443,1.63,GB,LHR,81.45,95.5
57.129.137.235,57.129.137.235,443,1.63,GB,LHR,98.69,82.24
57.129.137.235,57.129.137.235,8443,1.62,GB,LHR,79.43,96.85
185.66.164.51,185.66.164.4,443,1.62,GB,LHR,84.92,114.84
57.128.176.90,57.128.176.90,443,1.61,GB,LHR,76.83,100.69
57.129.137.64,57.129.137.64,443,1.6,GB,LHR,91.21,88.49
79.72.91.32,79.72.91.32,443,1.59,GB,LHR,81.37,90.15
57.129.137.69,57.129.137.69,443,1.58,GB,LHR,83.75,84.52
57.129.137.241,57.129.137.241,443,1.55,GB,LHR,90.59,90.98
89.169.34.99,2a0b:4140:9568::2,443,1.55,GB,FRA,125.28,165.48
57.129.137.203,57.129.137.203,8443,1.55,GB,LHR,76.75,83.38
91.108.190.5,91.108.190.5,443,1.55,GB,ARN,129.74,197.54
57.129.137.50,57.129.137.50,443,1.54,GB,LHR,78.23,92.9
57.128.178.232,57.128.178.232,443,1.54,GB,LHR,76.41,90.99
57.128.182.61,57.128.182.61,8443,1.53,GB,LHR,75.56,83.24
57.128.183.138,57.128.183.138,443,1.53,GB,LHR,83.19,90.83
57.129.137.71,57.129.137.71,443,1.53,GB,LHR,74.73,93.97
57.129.137.234,57.129.137.234,443,1.52,GB,LHR,76.62,85.6
57.128.178.183,57.128.178.183,443,1.51,GB,LHR,77.99,88.69
57.128.177.185,57.128.177.185,8443,1.49,GB,LHR,77.25,93.83
57.129.137.218,57.129.137.218,443,1.48,GB,LHR,81.25,96.41
57.129.137.69,57.129.137.69,8443,1.47,GB,LHR,77.03,101.26
57.128.180.238,57.128.180.238,443,1.47,GB,LHR,81.55,94.62
57.129.137.200,57.129.137.200,443,1.42,GB,LHR,81.3,89.91
185.230.143.55,2a12:5940:b2dc::2,443,1.41,GB,FRA,124.61,193.61
57.128.177.176,57.128.177.176,443,1.4,GB,LHR,82.39,107.34
57.129.137.233,57.129.137.233,8443,1.4,GB,LHR,77.64,85.15
57.129.137.222,57.129.137.222,443,1.39,GB,LHR,79.3,81.11
57.128.182.21,57.128.182.21,8443,1.38,GB,LHR,80.42,103.24
57.128.179.254,57.128.179.254,8443,1.34,GB,LHR,75.75,99.8
57.129.137.76,57.129.137.76,443,1.33,GB,LHR,77.5,86.05
57.129.137.211,57.129.137.211,443,1.33,GB,LHR,84.3,86.63
57.129.137.211,57.129.137.211,8443,1.33,GB,LHR,85.77,85.12
57.129.137.225,57.129.137.225,8443,1.33,GB,LHR,78.99,88.28
178.20.209.70,2a0b:4140:b19e::2,443,1.33,GB,FRA,94.4,98.38
57.129.137.61,57.129.137.61,443,1.28,GB,LHR,81.19,88.59
57.129.137.96,57.129.137.96,443,1.28,GB,LHR,77.96,102.26
57.129.137.197,57.129.137.197,8443,1.24,GB,LHR,75.73,93.6
57.128.180.133,57.128.180.133,443,1.22,GB,LHR,86.9,85.82
57.129.137.60,57.129.137.60,8443,1.17,GB,LHR,89.12,84.58
57.129.137.212,57.129.137.212,443,1.16,GB,LHR,90.72,107.93
57.128.179.9,57.128.179.9,443,1.15,GB,LHR,78.65,94.82
57.128.178.42,57.128.178.42,443,1.13,GB,LHR,75.38,104.5
109.176.229.190,109.176.229.190,443,1.13,GB,LHR,83.11,86.61
213.1.145.50,213.1.145.4,443,1.11,GB,LHR,85.03,102.91
57.128.182.27,57.128.182.27,8443,1.1,GB,LHR,78.51,102.71
57.128.178.164,57.128.178.164,8443,1.09,GB,LHR,75.8,104.27
57.129.137.223,57.129.137.223,8443,1.09,GB,LHR,85.33,105.11
57.128.182.27,57.128.182.27,443,1.04,GB,LHR,82.24,89.24
123.254.106.203,123.254.106.203,443,3.15,HK,HKG,225.61,244.28
43.168.16.112,43.175.120.116,443,2.74,HK,HKG,221.56,229.08
154.16.183.190,2401:b60:16:1d7::,443,1.57,HK,HKG,203.35,229.29
64.90.18.93,64.90.18.93,443,1.46,HK,HKG,205.14,211.54
64.90.12.218,64.90.12.218,443,1.45,HK,HKG,201.84,213.15
207.57.128.53,2001:df1:7880:100::1077,443,1.37,HK,HKG,214.55,293.99
209.33.160.242,209.33.160.242,443,1.36,HK,HKG,210.68,222.63
165.154.20.213,165.154.20.213,443,1.31,HK,HKG,204.27,220.16
74.119.193.221,74.119.193.221,443,1.23,HK,HKG,223.94,235.16
103.219.193.123,103.219.193.123,443,1.1,HK,HKG,215.91,222.56
207.57.128.194,2001:df1:7880:100::16fe,443,1.06,HK,HKG,213.99,231.77
23.141.52.169,23.141.52.169,443,1.05,HK,HKG,210.06,235.28
176.98.181.71,176.98.181.71,443,1.02,HK,HKG,201.47,209.25
47.239.4.246,47.239.4.246,443,1.02,HK,HKG,207.75,228.91
139.59.33.167,139.59.33.167,443,1.53,IN,BLR,212.45,269.05
143.110.247.61,143.110.247.61,8443,1.47,IN,BLR,213.49,223.51
129.154.251.13,129.154.251.13,443,1.43,IN,BOM,197.3,211.15
143.110.247.61,143.110.247.61,2053,1.36,IN,BLR,220.69,239.04
143.110.247.61,143.110.247.61,2096,1.36,IN,BLR,213.21,360.85
143.110.247.61,143.110.247.61,443,1.3,IN,BLR,212.43,228.02
45.89.105.211,45.89.105.211,443,1.18,IN,BOM,190.07,195.68
103.111.114.87,103.111.114.87,443,1.03,IN,BOM,202.89,210.0
172.104.97.39,172.104.97.39,443,7.18,JP,NRT,211.37,188.12
153.121.76.150,153.121.76.150,443,3.02,JP,NRT,190.33,209.39
8.211.167.113,8.211.167.113,443,2.84,JP,NRT,163.23,176.44
64.176.54.102,64.176.54.102,443,2.83,JP,KIX,167.49,172.4
45.32.51.156,45.32.51.156,443,2.82,JP,NRT,156.99,193.96
158.101.78.162,158.101.78.162,443,2.68,JP,NRT,158.95,164.59
160.16.59.9,160.16.59.9,443,2.67,JP,NRT,161.26,174.63
161.33.190.243,161.33.190.243,443,2.56,JP,NRT,161.35,169.49
153.121.45.101,153.121.45.101,443,2.41,JP,NRT,158.63,176.01
153.121.32.71,153.121.32.71,443,2.3,JP,NRT,168.52,174.28
43.170.8.95,43.175.16.48,443,2.28,JP,NRT,156.6,162.01
138.3.220.224,138.3.220.224,443,2.15,JP,NRT,156.85,171.7
161.33.46.100,161.33.46.100,443,2.0,JP,KIX,165.41,175.87
8.219.155.125,8.221.169.110,443,1.99,JP,NRT,223.18,304.69
138.3.214.171,138.3.214.171,443,1.86,JP,NRT,161.65,188.09
160.16.62.84,160.16.62.84,443,1.6,JP,NRT,164.99,168.79
198.13.33.61,198.13.33.61,443,1.58,JP,NRT,173.93,174.58
154.36.186.28,154.36.186.28,443,1.51,JP,NRT,205.69,307.07
8.216.5.125,8.216.5.125,443,1.35,JP,NRT,159.44,179.04
8.222.193.153,8.221.172.5,443,1.3,JP,NRT,224.51,302.94
150.230.5.126,150.230.5.126,443,1.28,JP,KIX,166.7,175.82
45.196.233.37,2602:fa4f:a30:3838:976c:76f6:ec2a:f781,443,1.28,JP,NRT,217.35,226.03
172.235.211.171,172.235.211.171,443,1.28,JP,KIX,166.6,176.76
160.16.57.18,160.16.57.18,443,1.23,JP,NRT,158.07,173.07
216.23.86.68,216.23.86.68,443,1.18,JP,NRT,169.74,245.29
149.28.21.106,149.28.21.106,443,1.14,JP,NRT,159.22,163.42
89.125.244.195,89.125.244.195,443,1.13,JP,NRT,167.31,172.13
168.138.212.80,168.138.212.80,443,1.07,JP,NRT,158.19,163.6
217.142.254.144,217.142.254.144,443,1.06,JP,KIX,174.98,180.85
89.125.244.207,89.125.244.207,443,1.0,JP,NRT,162.95,171.65
168.110.113.248,168.110.113.248,443,2.03,KR,ICN,199.16,206.12
211.49.57.161,211.49.57.161,443,1.73,KR,ICN,194.63,203.14
123.111.169.70,123.111.169.70,2053,1.71,KR,ICN,191.37,196.4
193.123.232.91,2603:c022:800f:6d83:4a4:1527:6979:8db,443,1.68,KR,ICN,193.35,203.79
211.49.57.178,211.49.57.178,443,1.68,KR,ICN,208.71,243.38
152.67.210.234,152.67.210.234,443,1.68,KR,ICN,197.19,237.72
140.238.17.157,2603:c022:800d:d100::aaaa,443,1.64,KR,ICN,199.91,209.47
158.180.71.69,158.180.71.69,443,1.61,KR,ICN,272.7,230.44
130.162.132.38,130.162.132.38,443,1.59,KR,ICN,204.76,210.4
211.49.57.179,211.49.57.179,443,1.59,KR,ICN,195.41,217.22
118.218.10.159,118.218.10.159,443,1.53,KR,ICN,193.74,200.44
161.118.158.9,161.118.158.9,443,1.48,KR,ICN,197.01,203.84
119.205.235.58,119.205.235.58,443,1.48,KR,ICN,215.16,199.42
64.110.71.6,2603:c022:8001:7833:c0ce:af7c:2944:e9f9,443,1.45,KR,ICN,205.21,214.41
144.24.64.178,144.24.64.178,443,1.43,KR,ICN,229.25,214.32
130.162.130.105,130.162.130.105,443,1.37,KR,ICN,193.62,199.44
47.80.60.254,47.80.60.254,443,1.2,KR,ICN,193.74,205.23
123.111.169.70,123.111.169.70,8443,1.18,KR,ICN,196.85,259.81
123.111.169.70,123.111.169.70,443,1.07,KR,ICN,187.5,205.54
146.56.188.74,146.56.188.74,443,1.04,KR,ICN,198.0,213.22
85.31.102.163,85.31.102.163,443,3.5,LV,RIX,118.47,119.8
193.68.89.220,193.68.89.220,8443,3.45,LV,ARN,110.06,135.4
193.68.89.220,193.68.89.220,443,2.97,LV,ARN,128.76,116.13
94.158.219.126,94.158.219.126,443,2.61,LV,VNO,105.64,126.71
92.118.170.191,92.118.170.191,443,2.52,LV,RIX,116.66,158.73
31.56.117.15,31.56.117.15,443,2.47,LV,ARN,114.21,130.23
46.21.80.141,46.21.80.141,8443,2.12,LV,RIX,110.39,114.74
169.40.6.27,169.40.6.27,443,2.0,LV,RIX,118.82,156.05
217.60.6.26,217.60.6.26,443,1.95,LV,ARN,116.64,152.42
46.21.80.141,46.21.80.141,443,1.68,LV,RIX,114.63,122.75
195.135.253.164,195.135.253.164,443,1.67,LV,VNO,112.6,137.38
213.21.222.117,213.21.222.117,443,1.62,LV,RIX,114.16,141.71
213.155.12.173,213.155.12.173,443,1.62,LV,ARN,122.66,140.04
37.233.85.74,37.233.85.74,443,1.62,LV,ARN,110.99,135.28
188.253.23.155,188.253.23.155,443,1.58,LV,VNO,113.37,138.11
94.158.218.48,2a0c:16c0:500:296:216:3cff:fe4d:deef,443,1.51,LV,RIX,111.56,132.11
45.130.215.242,45.130.215.242,2053,1.42,LV,ARN,139.16,147.96
45.43.76.227,45.43.76.227,443,1.38,LV,RIX,106.91,152.21
77.73.71.196,77.73.71.196,443,1.35,LV,VNO,111.95,218.37
91.197.1.119,91.197.1.119,443,1.22,LV,VNO,122.21,122.99
194.58.34.139,194.58.34.139,443,1.21,LV,RIX,111.44,149.78
195.135.253.175,195.135.253.175,443,1.21,LV,VNO,112.93,138.75
31.58.46.87,31.58.46.87,443,1.12,LV,ARN,125.87,164.95
45.130.215.242,45.130.215.242,443,1.09,LV,ARN,116.84,137.2
104.253.43.249,104.253.43.249,443,1.05,LV,ARN,117.54,202.0
91.124.18.241,91.124.18.241,443,25.01,NL,AMS,88.32,121.59
23.137.188.249,186.190.213.5,443,19.15,NL,DUS,81.59,104.47
81.22.132.183,81.22.132.183,443,15.85,NL,AMS,104.81,105.33
194.85.249.105,194.85.249.105,443,15.31,NL,AMS,100.44,148.86
23.138.44.74,186.190.213.82,443,13.21,NL,DUS,156.03,193.12
45.87.121.7,45.87.121.7,443,13.13,NL,AMS,113.33,108.14
212.193.1.234,212.193.1.234,443,12.16,NL,AMS,87.74,97.68
109.104.153.94,109.104.153.94,443,10.97,NL,AMS,104.42,165.1
5.181.180.20,5.181.180.20,443,10.93,NL,AMS,96.73,124.41
188.226.153.14,188.226.153.14,443,10.39,NL,AMS,107.07,221.75
195.211.124.7,195.211.124.7,443,10.14,NL,AMS,100.12,126.23
144.31.97.87,144.31.97.87,443,9.87,NL,FRA,96.49,140.42
152.53.200.44,152.53.200.44,8443,9.78,NL,AMS,98.78,126.3
2.27.7.205,2.27.7.205,443,9.59,NL,AMS,86.69,104.56
2.58.56.125,2.58.56.125,443,9.22,NL,AMS,90.29,105.13
164.90.204.84,164.90.204.84,443,9.04,NL,AMS,91.57,113.07
38.180.233.61,38.180.233.61,443,8.97,NL,AMS,227.52,305.62
77.239.112.150,77.239.112.150,443,8.88,NL,AMS,113.09,210.9
185.36.143.187,185.36.143.187,443,8.61,NL,TXL,96.8,140.98
2.27.169.249,2.27.169.249,443,8.34,NL,AMS,150.84,153.78
152.53.200.202,152.53.200.202,8443,8.22,NL,AMS,101.92,129.65
185.94.165.207,185.94.165.207,443,8.03,NL,AMS,98.02,126.32
164.92.210.231,164.92.210.231,443,7.79,NL,AMS,107.08,150.22
